vehicle_id,Bike Producer,Series,Size,Configuration,Bike Model,Sales Name,Year,Cylinder,Type of Drive,Engine Output,Country,Category 1,Category 2
2182,TRIUMPH,SPRINT,955,RS,SPRINT 955 RS,,2000,3,4-STROKE,72 KW(98 PS); 76 KW(103 PS),EUROPE,MOTORBIKE,SPORTTOURER
2183,TRIUMPH,TROPHY,1200,,TROPHY 1200,,2000,4,4-STROKE,72 KW(98 PS),ALL,MOTORBIKE,TOURER
2184,TRIUMPH,SPRINT,955,RS,SPRINT 955 RS,,2002,3,4-STROKE,72 KW(98 PS); 88 KW(120 PS),ALL,MOTORBIKE,SPORTTOURER
2185,TRIUMPH,DAYTONA,955,I,DAYTONA 955 I,,2003,3,4-STROKE,72 KW(98 PS); 108 KW(147 PS),ALL,MOTORBIKE,SPORTBIKE
2186,TRIUMPH,ROCKET III,2300,,ROCKET III 2300,Touring,2007,3,4-STROKE,104 KW(142 PS),ALL,MOTORBIKE,CRUISER
2187,TRIUMPH,SPRINT,1050,ST,SPRINT 1050 ST,,2008,3,4-STROKE,72 KW(98 PS); 93 KW(126 PS),ALL,MOTORBIKE,SPORTTOURER
2188,TRIUMPH,ROCKET III,2300,,ROCKET III 2300,Touring,2010,3,4-STROKE,78 KW(106 PS),ALL,MOTORBIKE,CRUISER
2189,TRIUMPH,THRUXTON,865,EFI,THRUXTON 865 EFI,,2011,2,4-STROKE,51 KW(69 PS),ALL,MOTORBIKE,NAKEDBIKE
2190,TRIUMPH,DAYTONA,675,R,DAYTONA 675 R,,2012,3,4-STROKE,92 KW(125 PS),ALL,MOTORBIKE,SPORTBIKE
2191,TRIUMPH,ROCKET III,2300,ABS,ROCKET III 2300 ABS,Roadster,2012,3,4-STROKE,109 KW(148 PS),ALL,MOTORBIKE,CRUISER
2192,TRIUMPH,TIGER EXPLORER,1200,ABS,TIGER EXPLORER ABS,,2013,3,4-STROKE,101 KW(137 PS),ALL,MOTORBIKE,DUAL PURPOSE
2193,TRIUMPH,TIGER,800,,TIGER 800,,2014,3,4-STROKE,70 KW(95 PS),ALL,MOTORBIKE,DUAL PURPOSE
2194,TRIUMPH,THUNDERBIRD,1700,ABS,THUNDERBIRD 1700 ABS,LT,2014,2,4-STROKE,69 KW(94 PS),ALL,MOTORBIKE,CRUISER
2195,TRIUMPH,TIGER EXPLORER,1200,XCA ABS,TIGER EXPLORER XCA ABS,,2016,3,4-STROKE,102 KW(139 PS),ALL,MOTORBIKE,DUAL PURPOSE
2196,TRIUMPH,STREET TWIN,900,ABS,STREET TWIN 900 ABS,,2017,2,4-STROKE,40 KW(55 PS); 35 KW(48 PS),ALL,MOTORBIKE,NAKEDBIKE
2197,TRIUMPH,STREET CUP,900,ABS,STREET CUP 900 ABS,,2017,2,4-STROKE,40 KW(55 PS); 35 KW(48 PS),ALL,MOTORBIKE,NAKEDBIKE
2198,TRIUMPH,THRUXTON,1200,ABS,THRUXTON 1200 ABS,,2018,2,4-STROKE,71 KW(97 PS),ALL,MOTORBIKE,NAKEDBIKE
2199,TRIUMPH,TIGER,800,XRX ABS,TIGER 800 XRX ABS,,2019,3,4-STROKE,70 KW(95 PS); 35 KW(48 PS),ALL,MOTORBIKE,DUAL PURPOSE
2200,TRIUMPH,STREET TWIN,900,ABS,STREET TWIN 900 ABS,,2019,2,4-STROKE,48 KW(65 PS); 35 KW(48 PS),ALL,MOTORBIKE,NAKEDBIKE
2201,TRIUMPH,BONNEVILLE,900,T100 ABS,BONNEVILLE 900 T100 ABS,Black,2019,2,4-STROKE,40 KW(55 PS); 35 KW(48 PS),ALL,MOTORBIKE,NAKEDBIKE
2202,TRIUMPH,THRUXTON,1200,TFC ABS,THRUXTON 1200 TFC ABS,Factory Custom,2020,2,4-STROKE,79 KW(107 PS),ALL,MOTORBIKE,NAKEDBIKE
2203,TRS,ONE,280,,ONE 280,Raga Racing,2018,1,2-STROKE,,ALL,MOTORBIKE,TRIAL
2204,TRS,ONE,125,,ONE 125,,2019,1,2-STROKE,,ALL,MOTORBIKE,TRIAL
2205,TRS,ONE,250,,ONE 250,,2019,1,2-STROKE,,ALL,MOTORBIKE,TRIAL
2206,URAL,CT,750,,CT 750,,2015,2,4-STROKE,30 KW(41 PS),EUROPE,MOTORBIKE,BIKE W/ SIDECAR
2207,VERTIGO,COMBAT VERTICAL,300,,COMBAT VERTICAL 300,Lampkin Replica,2019,1,2-STROKE,"22,8 KW(31 PS)",ALL,MOTORBIKE,TRIAL
2208,VESPA,V,125,,V 125,,1951,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2209,VESPA,V,150,,V 150,,1955,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2210,VESPA,V,150,,V 150,,1959,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2211,VESPA,T2,125,,T2 125,,1961,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2212,VESPA,GS,150,,GS 150,,1961,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2213,VESPA,V,90,,V 90,,1964,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2214,VESPA,N,50,,N 50,,1965,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2215,VESPA,L,50,,L 50,,1966,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2216,VESPA,V,90,,V 90,,1969,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2217,VESPA,RACER,90,,RACER 90,,1973,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2218,VESPA,SPEZIAL,50,,SPEZIAL 50,E-Start,1974,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2219,VESPA,RALLY,200,,RALLY 200,,1975,1,2-STROKE,"7,4 KW(10 PS)",EUROPE,SCOOTER,SCOOTER
2220,VESPA,TS,125,,TS 125,,1976,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2221,VESPA,PX,125,E,PX 125 E,,1980,1,2-STROKE,"6,3 KW(8,6 PS)",EUROPE,SCOOTER,SCOOTER
2222,VESPA,P,150,S,P 150 S,,1982,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2223,VESPA,P,200,E,P 200 E,,1982,1,2-STROKE,,AMERICA,SCOOTER,SCOOTER
2224,VESPA,PK,50,S,PK 50 S,Automatic,1984,1,2-STROKE,"2 KW(2,7 PS); 3 KW(4,1 PS)",EUROPE,SCOOTER,SCOOTER
2225,VESPA,PX LUSSO,125,E,PX LUSSO 125 E,,1984,1,2-STROKE,"6,3 KW(8,6 PS)",EUROPE,SCOOTER,SCOOTER
2226,VESPA,PX LUSSO,200,E GS,PX LUSSO 200 E GS,,1985,1,2-STROKE,"9 KW(12,2 PS)",EUROPE,SCOOTER,SCOOTER
2227,VESPA,PK,125,XL,PK 125 XL,Automatic/ E-Start,1987,1,2-STROKE,"5,2 KW(7,1 PS)",EUROPE,SCOOTER,SCOOTER
2228,VESPA,PX LUSSO,125,E,PX LUSSO 125 E,,1987,1,2-STROKE,"6,3 KW(8,6 PS)",EUROPE,SCOOTER,SCOOTER
2229,VESPA,PK,80,S,PK 80 S,E-Start,1988,1,2-STROKE,"4 KW(5,4 PS)",EUROPE,SCOOTER,SCOOTER
2230,VESPA,PK,125,XL,PK 125 XL,,1988,1,2-STROKE,"5,9 KW(8 PS)",EUROPE,SCOOTER,SCOOTER
2231,VESPA,COSA,200,,COSA 200,E-Start,1988,1,2-STROKE,"7,4 KW(10 PS); 9 KW(12,2 PS)",EUROPE,SCOOTER,SCOOTER
2232,VESPA,PX LUSSO,200,E GS,PX LUSSO 200 E GS,E-Start,1988,1,2-STROKE,"9 KW(12,2 PS)",EUROPE,SCOOTER,SCOOTER
2233,VESPA,PX LUSSO,200,E,PX LUSSO 200 E,,1989,1,2-STROKE,"7,4 KW(10 PS)",EUROPE,SCOOTER,SCOOTER
2234,VESPA,PX LUSSO,125,E,PX LUSSO 125 E,,1990,1,2-STROKE,"6,3 KW(8,6 PS)",EUROPE,SCOOTER,SCOOTER
2235,VESPA,PX,125,T5,PX 125 T5,Classic,1993,1,2-STROKE,"6,3 KW(8,6 PS)",EUROPE,SCOOTER,SCOOTER
2236,VESPA,PK,50,XL2,PK 50 XL2,Automatic/ E-Start,1994,1,2-STROKE,"2 KW(2,7 PS); 3 KW(4,1 PS)",EUROPE,SCOOTER,SCOOTER
2237,VESPA,PX LUSSO,150,E,PX LUSSO 150 E,,1997,1,2-STROKE,"6,6 KW(9 PS)",EUROPE,SCOOTER,SCOOTER
2238,VESPA,PX LUSSO,200,E GS,PX LUSSO 200 E GS,E-Start,1997,1,2-STROKE,"9 KW(12,2 PS)",EUROPE,SCOOTER,SCOOTER
2239,VESPA,LX,50,,LX 50,,2005,1,2-STROKE,"3,2 KW(4,4 PS)",EUROPE,SCOOTER,SCOOTER
2240,VESPA,ET4,50,,ET4 50,,2005,1,4-STROKE,"2,6 KW(3,5 PS)",EUROPE,SCOOTER,SCOOTER
2241,VESPA,PX,125,FL,PX 125 FL,DT,2007,1,2-STROKE,"5,6 KW(7,6 PS)",EUROPE,SCOOTER,SCOOTER
2242,VESPA,LX,50,4T,LX 50 4T,,2009,1,4-STROKE,"3,2 KW(4,4 PS)",EUROPE,SCOOTER,SCOOTER
2243,VESPA,LX,50,4T,LX 50 4T,,2010,1,4-STROKE,"3 KW(4,1 PS)",AMERICA,SCOOTER,SCOOTER
2244,VESPA,GTS,250,I.E.,GTS 250 I.E.,,2010,1,4-STROKE,16 KW(22 PS),AMERICA,SCOOTER,SCOOTER
2245,VESPA,PX,125,,PX 125,,2011,1,2-STROKE,"4,8 KW(6,5 PS)",EUROPE,SCOOTER,SCOOTER
2246,VESPA,S,50,,S 50,Sport,2012,1,2-STROKE,"3,2 KW(4,4 PS)",EUROPE,SCOOTER,SCOOTER
2247,VESPA,LX,50,4T,LX 50 4T,,2013,1,4-STROKE,"3,2 KW(4,4 PS)",AMERICA,SCOOTER,SCOOTER
2248,VESPA,GTS,300,I.E.,GTS 300 I.E.,Super Sport,2014,1,4-STROKE,16 KW(22 PS),EUROPE,SCOOTER,SCOOTER
2249,VESPA,SPRINT,125,I.E.,SPRINT 125 I.E.,3V,2015,1,4-STROKE,"7,9 KW(10,7 PS)",ALL,SCOOTER,SCOOTER
2250,VESPA,PRIMAVERA,50,4T,PRIMAVERA 50 4T,4V,2016,1,4-STROKE,"3,2 KW(4,4 PS)",ALL,SCOOTER,SCOOTER
2251,VESPA,SPRINT,50,4T IGET,SPRINT 50 4T IGET,3V,2019,1,4-STROKE,"2,4 KW(3,3 PS)",EUROPE,SCOOTER,SCOOTER
2252,VICTORY,KINGPIN,92,,KINGPIN 92,,2004,2,4-STROKE,,ALL,MOTORBIKE,CRUISER
2253,VICTORY,KINGPIN,100,TOUR,KINGPIN 100 TOUR,,2008,2,4-STROKE,,ALL,MOTORBIKE,CRUISER
2254,VICTORY,VEGAS,106,,VEGAS 106,Jackpot Ness,2010,2,4-STROKE,66 KW(90 PS),ALL,MOTORBIKE,CRUISER
2255,VICTORY,KINGPIN,106,,KINGPIN 106,8-Ball,2011,2,4-STROKE,,ALL,MOTORBIKE,CRUISER
2256,VICTORY,CROSS COUNTRY,106,,CROSS COUNTRY 106,Ness,2011,2,4-STROKE,66 KW(90 PS),ALL,MOTORBIKE,TOURER
2257,VICTORY,JUDGE,106,,JUDGE 106,,2012,2,4-STROKE,65 KW(89 PS),ALL,MOTORBIKE,CRUISER
2258,VICTORY,CROSS COUNTRY,106,TOUR,CROSS COUNTRY TOUR 106,,2013,2,4-STROKE,65 KW(89 PS),ALL,MOTORBIKE,TOURER
2259,VICTORY,MAGNUM,106,,MAGNUM 106,X-1,2016,2,4-STROKE,65 KW(89 PS),ALL,MOTORBIKE,TOURER
2260,VICTORY,JUDGE,106,,JUDGE 106,,2017,2,4-STROKE,70 KW(95 PS),EUROPE,MOTORBIKE,CRUISER
2261,VOXAN,VB1,1000,,VB1 1000,,2005,2,4-STROKE,,ALL,MOTORBIKE,SPORTBIKE
2262,YAMAHA,AT-1,125,,AT-1 125,,1969,1,2-STROKE,,JAPAN,MOTORBIKE,SCRAMBLER
2263,YAMAHA,R3,350,,R3 350,,1969,2,2-STROKE,,ALL,MOTORBIKE,NAKEDBIKE
2264,YAMAHA,R5,350,,R5 350,,1972,2,2-STROKE,,EUROPE,MOTORBIKE,NAKEDBIKE
2265,YAMAHA,RD,200,,RD 200,,1975,2,2-STROKE,16 KW(22 PS),ALL,MOTORBIKE,NAKEDBIKE
2266,YAMAHA,RD,125,DX,RD 125 DX,,1976,2,2-STROKE,13 KW(17 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2267,YAMAHA,DT,400,,DT 400,,1976,1,2-STROKE,,EUROPE,MOTORBIKE,ENDURO
2268,YAMAHA,V,75,E,V 7E,Mate,1976,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
2269,YAMAHA,DT,175,,DT 175,,1977,1,2-STROKE,,AMERICA,MOTORBIKE,ENDURO
2270,YAMAHA,XS,400,,XS 400,,1977,2,4-STROKE,26 KW(35 PS),AMERICA,MOTORBIKE,NAKEDBIKE
2271,YAMAHA,XS,500,,XS 500,,1977,2,4-STROKE,36 KW(49 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2272,YAMAHA,RS,100,DX,RS 100 DX,,1977,1,2-STROKE,"7,4 KW(10 PS)",EUROPE,MOTORBIKE,NAKEDBIKE
2273,YAMAHA,FS1,50,,FS1 50,W/Footrest,1978,1,2-STROKE,,EUROPE,MOTORBIKE,MOPED
2274,YAMAHA,RD,125,,RD 125,,1978,2,2-STROKE,13 KW(17 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2275,YAMAHA,SR,500,,SR 500,,1978,1,4-STROKE,25 KW(34 PS),AMERICA,MOTORBIKE,NAKEDBIKE
2276,YAMAHA,RS,100,DX,RS 100 DX,,1979,1,2-STROKE,"7,4 KW(10 PS)",EUROPE,MOTORBIKE,NAKEDBIKE
2277,YAMAHA,TY,250,,TY 250,,1979,1,2-STROKE,12 KW(16 PS),ALL,MOTORBIKE,TRIAL
2278,YAMAHA,GT,80,,GT 80,Trail,1979,1,2-STROKE,,AMERICA,MOTORBIKE,ENDURO
2279,YAMAHA,IT,125,,IT 125,,1980,1,2-STROKE,,AMERICA,MOTORBIKE,ENDURO
2280,YAMAHA,V,80,,V 80,Mate,1980,1,2-STROKE,"4,9 KW(6,7 PS)",EUROPE,SCOOTER,SCOOTER
2281,YAMAHA,FS,80,SE,FS 80 SE,,1981,1,2-STROKE,"5 KW(6,8 PS)",EUROPE,MOTORBIKE,CHOPPER
2282,YAMAHA,RD,125,DX,RD 125 DX,,1981,2,2-STROKE,13 KW(17 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2283,YAMAHA,YT,125,,YT 125,Tri-Moto,1981,1,2-STROKE,,ALL,ATV,THREEWHEELER
2284,YAMAHA,RD,250,LC,RD 250 LC,,1982,2,2-STROKE,20 KW(27 PS); 28 KW(38 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2285,YAMAHA,FS1,50,SE,FS1 50 SE,Sheriff,1982,1,2-STROKE,"4,4 KW(6 PS)",EUROPE,MOTORBIKE,MOPED
2286,YAMAHA,RZ,250,LC,RZ 250 LC,,1982,2,2-STROKE,,JAPAN,MOTORBIKE,SPORTBIKE
2287,YAMAHA,MX,175,,MX 175,,1982,1,2-STROKE,,AMERICA,MOTORBIKE,OFFROAD
2288,YAMAHA,YZ,490,,YZ 490,,1983,1,2-STROKE,,AMERICA,MOTORBIKE,OFFROAD
2289,YAMAHA,XV,500,,XV 500,Special,1983,2,4-STROKE,36 KW(49 PS),EUROPE,MOTORBIKE,CHOPPER
2290,YAMAHA,ENTICER,300,,ENTICER  300,,1983,2,2-STROKE,,ALL,SNOW,SPORT
2291,YAMAHA,XS,250,,XS 250,,1983,2,4-STROKE,,JAPAN,MOTORBIKE,NAKEDBIKE
2292,YAMAHA,XS,250,,XS 250,,1983,2,4-STROKE,,EUROPE,MOTORBIKE,NAKEDBIKE
2293,YAMAHA,YZ,80,,YZ 80,,1984,1,2-STROKE,,ALL,MOTORBIKE,OFFROAD
2294,YAMAHA,XJ,500,,XJ 500,,1984,4,4-STROKE,40 KW(54 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2295,YAMAHA,CV,50,,CV 50,Riva,1984,1,2-STROKE,,AMERICA,SCOOTER,SCOOTER
2296,YAMAHA,XZ,550,S,XZ 550 S,,1985,2,4-STROKE,47 KW(64 PS),EUROPE,MOTORBIKE,TOURER
2297,YAMAHA,XT,600,Z,XT 600 Z,Tenere,1985,1,4-STROKE,32 KW(44 PS),EUROPE,MOTORBIKE,ENDURO
2298,YAMAHA,XVZ,1200,TD,XVZ 1200 TD,Venture Royale,1985,4,4-STROKE,,AMERICA,MOTORBIKE,TOURER
2299,YAMAHA,SRV,540,,SRV 540,,1985,2,2-STROKE,,ALL,SNOW,SPORT
2300,YAMAHA,SS,440,,SS 440,,1985,2,2-STROKE,,ALL,SNOW,SPORT
2301,YAMAHA,TT,600,,TT 600,,1986,1,4-STROKE,,EUROPE,MOTORBIKE,ENDURO
2302,YAMAHA,XT,225,,XT 225,Serow,1986,1,4-STROKE,,JAPAN,MOTORBIKE,DUAL PURPOSE
2303,YAMAHA,FZR,400,,FZR 400,Genesis,1986,4,4-STROKE,,JAPAN,MOTORBIKE,SPORTBIKE
2304,YAMAHA,TT,350,,TT 350,,1987,1,4-STROKE,25 KW(34 PS),EUROPE,MOTORBIKE,ENDURO
2305,YAMAHA,FZ,600,,FZ 600,,1987,4,4-STROKE,,AMERICA,MOTORBIKE,SPORTBIKE
2306,YAMAHA,DT,50,AUTO,DT 50 AUTO,,1987,1,2-STROKE,,EUROPE,MOTORBIKE,MOPED
2307,YAMAHA,FZ,600,,FZ 600,,1987,4,4-STROKE,,EUROPE,MOTORBIKE,SPORTBIKE
2308,YAMAHA,PHAZER,480,,PHAZER 480,,1987,2,2-STROKE,,ALL,SNOW,SPORT
2309,YAMAHA,T,80,D,T 80 D,Town Mate,1987,1,4-STROKE,"4,8 KW(6,5 PS)",JAPAN,SCOOTER,SCOOTER
2310,YAMAHA,SR,250,SP,SR 250 SP,,1987,1,4-STROKE,,EUROPE,MOTORBIKE,NAKEDBIKE
2311,YAMAHA,DT,50,MX,DT 50 MX,,1988,1,2-STROKE,,EUROPE,MOTORBIKE,MOPED
2312,YAMAHA,XT,600,,XT 600,,1988,1,4-STROKE,20 KW(27 PS); 33 KW(45 PS),EUROPE,MOTORBIKE,DUAL PURPOSE
2313,YAMAHA,EXCEL 3,340,,EXCEL 3 340,,1988,2,2-STROKE,,ALL,SNOW,SPORT
2314,YAMAHA,DT,50,MX,DT 50 MX,,1989,1,2-STROKE,,EUROPE,MOTORBIKE,MOPED
2315,YAMAHA,YFM,350,FW 4X4,YFM 350 FW 4X4,Big Bear,1989,1,4-STROKE,,AMERICA,ATV,ATV
2316,YAMAHA,SRX,600,H,SRX 600,,1989,1,4-STROKE,33 KW(45 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2317,YAMAHA,FJ,1200,,FJ 1200,,1989,4,4-STROKE,,EUROPE,MOTORBIKE,TOURER
2318,YAMAHA,CS,340,E,CS 340 E,Ovation LE,1989,2,2-STROKE,,ALL,SNOW,SPORT
2319,YAMAHA,DT,200,LC,DT 200 LC,,1989,1,2-STROKE,,AMERICA,MOTORBIKE,ENDURO
2320,YAMAHA,YFS,200,,YFS 200,Blaster,1990,1,2-STROKE,,ALL,ATV,QUAD
2321,YAMAHA,FZR,750,R,FZR 750 R,OW01,1990,4,4-STROKE,74 KW(100 PS),EUROPE,MOTORBIKE,RACEBIKE
2322,YAMAHA,FJ,1200,,FJ 1200,,1990,4,4-STROKE,,AMERICA,MOTORBIKE,TOURER
2323,YAMAHA,DT,125,E,DT 125 E,,1990,1,2-STROKE,,EUROPE,MOTORBIKE,ENDURO
2324,YAMAHA,TZR,250,R,TZR 250 R,,1990,2,2-STROKE,,JAPAN,MOTORBIKE,SPORTBIKE
2325,YAMAHA,DT,80,LC II,DT 80 LC II,,1991,1,2-STROKE,"7 KW(9,5 PS)",EUROPE,MOTORBIKE,ENDURO
2326,YAMAHA,FZR,750,R,FZR 750 R,OW01,1991,4,4-STROKE,74 KW(100 PS),EUROPE,MOTORBIKE,RACEBIKE
2327,YAMAHA,XJR,400,,XJR 400,,1991,4,4-STROKE,40 KW(54 PS),JAPAN,MOTORBIKE,NAKEDBIKE
2328,YAMAHA,XJ,600,S,XJ 600 S,Seca II,1992,4,4-STROKE,,AMERICA,MOTORBIKE,SPORTTOURER
2329,YAMAHA,XVZ,1300,TD,XVZ 1300 TD,Venture Royale,1992,4,4-STROKE,71 KW(97 PS),EUROPE,MOTORBIKE,TOURER
2330,YAMAHA,BRAVO,250,,BRAVO 250,,1992,1,2-STROKE,,ALL,SNOW,UTILITY
2331,YAMAHA,PW,80,,PW 80,Y-Zinger,1993,1,2-STROKE,"3,5 KW(4,8 PS)",AMERICA,MOTORBIKE,OFFROAD
2332,YAMAHA,TZR,125,R,TZR 125 R,,1993,1,2-STROKE,,EUROPE,MOTORBIKE,SPORTBIKE
2333,YAMAHA,RT,180,,RT 180,,1993,1,2-STROKE,,AMERICA,MOTORBIKE,OFFROAD
2334,YAMAHA,TW,200,,TW 200,Trailway,1993,1,4-STROKE,,AMERICA,MOTORBIKE,DUAL PURPOSE
2335,YAMAHA,XV,750,,XV 750,Virago,1993,2,4-STROKE,41 KW(56 PS),EUROPE,MOTORBIKE,CHOPPER
2336,YAMAHA,FZR,250,R,FZR 250 R,,1993,4,4-STROKE,33 KW(45 PS),JAPAN,MOTORBIKE,SPORTBIKE
2337,YAMAHA,EXCITER 2,570,,EXCITER 2 570,ST,1993,2,2-STROKE,,ALL,SNOW,SPORT
2338,YAMAHA,YZ,250,,YZ 250,,1994,1,2-STROKE,,EUROPE,MOTORBIKE,OFFROAD
2339,YAMAHA,T,80,,T 80,Town Mate,1994,1,4-STROKE,"4,8 KW(6,5 PS)",JAPAN,SCOOTER,SCOOTER
2340,YAMAHA,CW,50,R,CW 50 R,BWS,1995,1,2-STROKE,"3,4 KW(4,6 PS)",EUROPE,SCOOTER,SCOOTER
2341,YAMAHA,YE,50,,YE 50,Zest,1995,1,2-STROKE,"3 KW(4,1 PS)",EUROPE,SCOOTER,SCOOTER
2342,YAMAHA,XC,125,,XC 125,Beluga,1995,1,4-STROKE,"6,4 KW(8,7 PS)",EUROPE,SCOOTER,SCOOTER
2343,YAMAHA,XT,500,E,XT 500 E,,1995,1,4-STROKE,,EUROPE,MOTORBIKE,DUAL PURPOSE
2344,YAMAHA,XJ,600,N,XJ 600 N,,1995,4,4-STROKE,37 KW(50 PS); 45 KW(61 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2345,YAMAHA,VENTURE,480,,VENTURE 480,XL,1995,2,2-STROKE,,ALL,SNOW,TOURING
2346,YAMAHA,CW,50,,CW 50,BWS,1996,1,2-STROKE,"3,4 KW(4,6 PS)",EUROPE,SCOOTER,SCOOTER
2347,YAMAHA,CY,50,,CY 50,Jog,1996,1,2-STROKE,,AMERICA,SCOOTER,SCOOTER
2348,YAMAHA,YE,50,,YE 50,Zest,1996,1,2-STROKE,"3 KW(4,1 PS)",EUROPE,SCOOTER,SCOOTER
2349,YAMAHA,YE,80,,YE 80,Zest,1996,1,2-STROKE,"5 KW(6,8 PS)",EUROPE,SCOOTER,SCOOTER
2350,YAMAHA,YZ,80,,YZ 80,,1996,1,2-STROKE,,ALL,MOTORBIKE,OFFROAD
2351,YAMAHA,SZR,660,,SZR 660,,1996,1,4-STROKE,35 KW(48 PS),EUROPE,MOTORBIKE,SPORTBIKE
2352,YAMAHA,TRX,850,,TRX 850,,1996,2,4-STROKE,61 KW(83 PS),EUROPE,MOTORBIKE,SPORTBIKE
2353,YAMAHA,VMX-12,1200,,VMX-12 1200,Vmax,1996,4,4-STROKE,72 KW(98 PS); 88 KW(120 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2354,YAMAHA,CW,50,,CW 50,BWS Next Generation,1997,1,2-STROKE,"3,4 KW(4,6 PS)",EUROPE,SCOOTER,SCOOTER
2355,YAMAHA,CW,50,RS,CW 50 RS,BWS NG,1997,1,2-STROKE,"3,4 KW(4,6 PS)",EUROPE,SCOOTER,SCOOTER
2356,YAMAHA,TT,600,S,TT 600 S,,1997,1,4-STROKE,30 KW(41 PS),EUROPE,MOTORBIKE,ENDURO
2357,YAMAHA,XTZ,750,,XTZ 750,Super Tenere,1997,2,4-STROKE,37 KW(50 PS); 51 KW(69 PS),EUROPE,MOTORBIKE,ENDURO
2358,YAMAHA,FJ,1200,,FJ 1200,,1997,4,4-STROKE,96 KW(131 PS),EUROPE,MOTORBIKE,TOURER
2359,YAMAHA,VMAX,600,,VMAX 600,SX,1997,2,2-STROKE,,ALL,SNOW,SPORT
2360,YAMAHA,TZR,125,,TZR 125,,1998,1,2-STROKE,,EUROPE,MOTORBIKE,SPORTBIKE
2361,YAMAHA,XVS,650,,XVS 650,Drag Star,1998,2,4-STROKE,29 KW(39 PS),EUROPE,MOTORBIKE,CRUISER
2362,YAMAHA,XV,1100,,XV 1100,Virago,1998,2,4-STROKE,45 KW(61 PS),EUROPE,MOTORBIKE,CHOPPER
2363,YAMAHA,VMX-12,1200,,VMX-12 1200,Vmax,1998,4,4-STROKE,72 KW(98 PS); 88 KW(120 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2364,YAMAHA,SRX,700,S,SRX 700 S,,1998,3,2-STROKE,,ALL,SNOW,SPORT
2365,YAMAHA,YP,250,D,YP 250 D,Majesty,1999,1,4-STROKE,15 KW(20 PS),EUROPE,SCOOTER,SCOOTER
2366,YAMAHA,YFM,600,FWA,YFM 600 FWA,Grizzly,1999,1,4-STROKE,,AMERICA,ATV,ATV
2367,YAMAHA,XTZ,660,,XTZ 660,Tenere,1999,1,4-STROKE,34 KW(46 PS),EUROPE,MOTORBIKE,ENDURO
2368,YAMAHA,XV,1600,A,XV 1600 A,Road Star,1999,2,4-STROKE,,AMERICA,MOTORBIKE,CRUISER
2369,YAMAHA,XL,1200,,XL 1200,Wave Runner,1999,3,2-STROKE,,ALL,WATERCRAFT,THREE PASSENGER
2370,YAMAHA,CW,50,,CW 50,BWS Next Generation,2000,1,2-STROKE,"3,4 KW(4,6 PS)",EUROPE,SCOOTER,SCOOTER
2371,YAMAHA,DT,50,LC,DT 50 LC,,2000,1,2-STROKE,,EUROPE,MOTORBIKE,MOPED
2372,YAMAHA,XC,125,,XC 125,Riva,2000,1,4-STROKE,"8,3 KW(11,3 PS)",AMERICA,SCOOTER,SCOOTER
2373,YAMAHA,XT,600,E,XT 600 E,,2000,1,4-STROKE,29 KW(39 PS),EUROPE,MOTORBIKE,DUAL PURPOSE
2374,YAMAHA,XVS,650,A,XVS 650 A,Drag Star Classic,2000,2,4-STROKE,25 KW(34 PS); 29 KW(39 PS),EUROPE,MOTORBIKE,CRUISER
2375,YAMAHA,YZF-R1,1000,,YZF-R1 1000,,2000,4,4-STROKE,110 KW(150 PS),EUROPE,MOTORBIKE,SPORTBIKE
2376,YAMAHA,XA,1200,,XA 1200,Wave Runner LTD,2000,3,2-STROKE,114 KW(155 PS),ALL,WATERCRAFT,THREE PASSENGER
2377,YAMAHA,CW,50,,CW 50,BWS Next Generation,2001,1,2-STROKE,"3,4 KW(4,6 PS)",EUROPE,SCOOTER,SCOOTER
2378,YAMAHA,FZS,600,S,FZS 600 S,Fazer,2001,4,4-STROKE,25 KW(34 PS); 70 KW(95 PS),EUROPE,MOTORBIKE,NAKEDBIKE
